                              1 ;--------------------------------------------------------
                              2 ; File Created by SDCC : free open source ANSI-C Compiler
                              3 ; Version 3.6.8 #9946 (Linux)
                              4 ;--------------------------------------------------------
                              5 	.module pixels
                            120 	.globl _g_pixels_146
                            121 	.globl _g_pixels_145
                            122 	.globl _g_pixels_144
                            123 	.globl _g_pixels_143
                            124 	.globl _g_pixels_142
                            125 	.globl _g_pixels_141
                            126 	.globl _g_pixels_140
                            127 	.globl _g_pixels_139
                            128 	.globl _g_pixels_138
                            129 	.globl _g_pixels_137
                            130 	.globl _g_pixels_136
                            131 	.globl _g_pixels_135
                            132 	.globl _g_pixels_134
                            133 	.globl _g_pixels_133
                            134 	.globl _g_pixels_132
                            135 	.globl _g_pixels_131
                            136 	.globl _g_pixels_130
                            137 	.globl _g_pixels_129
                            138 	.globl _g_pixels_128
                            139 	.globl _g_pixels_127
                            140 	.globl _g_pixels_126
                            141 	.globl _g_pixels_125
                            142 	.globl _g_pixels_124
                            143 	.globl _g_pixels_123
                            144 	.globl _g_pixels_122
                            145 	.globl _g_pixels_121
                            146 	.globl _g_pixels_120
                            147 	.globl _g_pixels_119
                            148 	.globl _g_pixels_118
                            149 	.globl _g_pixels_117
                            150 	.globl _g_pixels_116
                            151 	.globl _g_pixels_115
                            152 	.globl _g_pixels_114
                            153 	.globl _g_pixels_113
                            154 	.globl _g_pixels_112
                            155 	.globl _g_pixels_111
                            156 	.globl _g_pixels_110
                            157 	.globl _g_pixels_109
                            158 	.globl _g_pixels_108
                            159 	.globl _g_pixels_107
                            160 	.globl _g_pixels_106
                            161 	.globl _g_pixels_105
                            162 	.globl _g_pixels_104
                            163 	.globl _g_pixels_103
                            164 	.globl _g_pixels_102
                            165 	.globl _g_pixels_101
                            166 	.globl _g_pixels_100
                            167 	.globl _g_pixels_099
                            168 	.globl _g_pixels_098
                            169 	.globl _g_pixels_097
                            170 	.globl _g_pixels_096
                            171 	.globl _g_pixels_095
                            172 	.globl _g_pixels_094
                            173 	.globl _g_pixels_093
                            174 	.globl _g_pixels_092
                            175 	.globl _g_pixels_091
                            176 	.globl _g_pixels_090
                            177 	.globl _g_pixels_089
                            178 	.globl _g_pixels_088
                            179 	.globl _g_pixels_087
                            180 	.globl _g_pixels_086
                            181 	.globl _g_pixels_085
                            182 	.globl _g_pixels_084
                            183 	.globl _g_pixels_083
                            184 	.globl _g_pixels_082
                            185 	.globl _g_pixels_081
                            186 	.globl _g_pixels_080
                            187 	.globl _g_pixels_079
                            188 	.globl _g_pixels_078
                            189 	.globl _g_pixels_077
                            190 	.globl _g_pixels_076
                            191 	.globl _g_pixels_075
                            192 	.globl _g_pixels_074
                            193 	.globl _g_pixels_073
                            194 	.globl _g_pixels_072
                            195 	.globl _g_pixels_071
                            196 	.globl _g_pixels_070
                            197 	.globl _g_pixels_069
                            198 	.globl _g_pixels_068
                            199 	.globl _g_pixels_067
                            200 	.globl _g_pixels_066
                            201 	.globl _g_pixels_065
                            202 	.globl _g_pixels_064
                            203 	.globl _g_pixels_063
                            204 	.globl _g_pixels_062
                            205 	.globl _g_pixels_061
                            206 	.globl _g_pixels_060
                            207 	.globl _g_pixels_059
                            208 	.globl _g_pixels_058
                            209 	.globl _g_pixels_057
                            210 	.globl _g_pixels_056
                            211 	.globl _g_pixels_055
                            212 	.globl _g_pixels_054
                            213 	.globl _g_pixels_053
                            214 	.globl _g_pixels_052
                            215 	.globl _g_pixels_051
                            216 	.globl _g_pixels_050
                            217 	.globl _g_pixels_049
                            218 	.globl _g_pixels_048
                            219 	.globl _g_pixels_047
                            220 	.globl _g_pixels_046
                            221 	.globl _g_pixels_045
                            222 	.globl _g_pixels_044
                            223 	.globl _g_pixels_043
                            224 	.globl _g_pixels_042
                            225 	.globl _g_pixels_041
                            226 	.globl _g_pixels_040
                            227 	.globl _g_pixels_039
                            228 	.globl _g_pixels_038
                            229 	.globl _g_pixels_037
                            230 	.globl _g_pixels_036
                            231 	.globl _g_pixels_035
                            232 	.globl _g_pixels_034
                            233 	.globl _g_pixels_033
                            234 	.globl _g_pixels_032
                            235 	.globl _g_pixels_031
                            236 	.globl _g_pixels_030
                            237 	.globl _g_pixels_029
                            238 	.globl _g_pixels_028
                            239 	.globl _g_pixels_027
                            240 	.globl _g_pixels_026
                            241 	.globl _g_pixels_025
                            242 	.globl _g_pixels_024
                            243 	.globl _g_pixels_023
                            244 	.globl _g_pixels_022
                            245 	.globl _g_pixels_021
                            246 	.globl _g_pixels_020
                            247 	.globl _g_pixels_019
                            248 	.globl _g_pixels_018
                            249 	.globl _g_pixels_017
                            250 	.globl _g_pixels_016
                            251 	.globl _g_pixels_015
                            252 	.globl _g_pixels_014
                            253 	.globl _g_pixels_013
                            254 	.globl _g_pixels_012
                            255 	.globl _g_pixels_011
                            256 	.globl _g_pixels_010
                            257 	.globl _g_pixels_009
                            258 	.globl _g_pixels_008
                            259 	.globl _g_pixels_007
                            260 	.globl _g_pixels_006
                            261 	.globl _g_pixels_005
                            262 	.globl _g_pixels_004
                            263 	.globl _g_pixels_003
                            264 	.globl _g_pixels_002
                            265 	.globl _g_pixels_001
                            266 	.globl _g_pixels_000
                            267 	.globl _g_tileset
                            268 	.globl _g_palette
                            269 ;--------------------------------------------------------
                            270 ; special function registers
                            271 ;--------------------------------------------------------
                            272 ;--------------------------------------------------------
                            273 ; ram data
                            274 ;--------------------------------------------------------
                            275 	.area _DATA
                            276 ;--------------------------------------------------------
                            277 ; ram data
                            278 ;--------------------------------------------------------
                            279 	.area _INITIALIZED
                            280 ;--------------------------------------------------------
                            281 ; absolute external ram data
                            282 ;--------------------------------------------------------
                            283 	.area _DABS (ABS)
                            284 ;--------------------------------------------------------
                            285 ; global & static initialisations
                            286 ;--------------------------------------------------------
                            287 	.area _HOME
                            288 	.area _GSINIT
                            289 	.area _GSFINAL
                            290 	.area _GSINIT
                            291 ;--------------------------------------------------------
                            292 ; Home
                            293 ;--------------------------------------------------------
                            294 	.area _HOME
                            295 	.area _HOME
                            296 ;--------------------------------------------------------
                            297 ; code
                            298 ;--------------------------------------------------------
                            299 	.area _CODE
                            300 	.area _CODE
   0000                     301 _g_palette:
   0000 54                  302 	.db #0x54	; 84	'T'
   0001 5A                  303 	.db #0x5a	; 90	'Z'
   0002 59                  304 	.db #0x59	; 89	'Y'
   0003 5B                  305 	.db #0x5b	; 91
   0004 4A                  306 	.db #0x4a	; 74	'J'
   0005 43                  307 	.db #0x43	; 67	'C'
   0006 4B                  308 	.db #0x4b	; 75	'K'
   0007 4D                  309 	.db #0x4d	; 77	'M'
   0008 56                  310 	.db #0x56	; 86	'V'
   0009 46                  311 	.db #0x46	; 70	'F'
   000A 57                  312 	.db #0x57	; 87	'W'
   000B 5E                  313 	.db #0x5e	; 94
   000C 40                  314 	.db #0x40	; 64
   000D 5F                  315 	.db #0x5f	; 95
   000E 4E                  316 	.db #0x4e	; 78	'N'
   000F 47                  317 	.db #0x47	; 71	'G'
   0010                     318 _g_tileset:
   0010r10r02               319 	.dw _g_pixels_000
   0012r18r02               320 	.dw _g_pixels_001
   0014r20r02               321 	.dw _g_pixels_002
   0016r28r02               322 	.dw _g_pixels_003
   0018r30r02               323 	.dw _g_pixels_004
   001Ar38r02               324 	.dw _g_pixels_005
   001Cr40r02               325 	.dw _g_pixels_006
   001Er48r02               326 	.dw _g_pixels_007
   0020r50r02               327 	.dw _g_pixels_008
   0022r58r02               328 	.dw _g_pixels_009
   0024r60r02               329 	.dw _g_pixels_010
   0026r68r02               330 	.dw _g_pixels_011
   0028r70r02               331 	.dw _g_pixels_012
   002Ar78r02               332 	.dw _g_pixels_013
   002Cr80r02               333 	.dw _g_pixels_014
   002Er88r02               334 	.dw _g_pixels_015
   0030r90r02               335 	.dw _g_pixels_016
   0032r98r02               336 	.dw _g_pixels_017
   0034rA0r02               337 	.dw _g_pixels_018
   0036rA8r02               338 	.dw _g_pixels_019
   0038rB0r02               339 	.dw _g_pixels_020
   003ArB8r02               340 	.dw _g_pixels_021
   003CrC0r02               341 	.dw _g_pixels_022
   003ErC8r02               342 	.dw _g_pixels_023
   0040rD0r02               343 	.dw _g_pixels_024
   0042rD8r02               344 	.dw _g_pixels_025
   0044rE0r02               345 	.dw _g_pixels_026
   0046rE8r02               346 	.dw _g_pixels_027
   0048rF0r02               347 	.dw _g_pixels_028
   004ArF8r02               348 	.dw _g_pixels_029
   004Cr00r03               349 	.dw _g_pixels_030
   004Er08r03               350 	.dw _g_pixels_031
   0050r10r03               351 	.dw _g_pixels_032
   0052r18r03               352 	.dw _g_pixels_033
   0054r20r03               353 	.dw _g_pixels_034
   0056r28r03               354 	.dw _g_pixels_035
   0058r30r03               355 	.dw _g_pixels_036
   005Ar38r03               356 	.dw _g_pixels_037
   005Cr40r03               357 	.dw _g_pixels_038
   005Er48r03               358 	.dw _g_pixels_039
   0060r50r03               359 	.dw _g_pixels_040
   0062r58r03               360 	.dw _g_pixels_041
   0064r60r03               361 	.dw _g_pixels_042
   0066r68r03               362 	.dw _g_pixels_043
   0068r70r03               363 	.dw _g_pixels_044
   006Ar78r03               364 	.dw _g_pixels_045
   006Cr80r03               365 	.dw _g_pixels_046
   006Er88r03               366 	.dw _g_pixels_047
   0070r90r03               367 	.dw _g_pixels_048
   0072r98r03               368 	.dw _g_pixels_049
   0074rA0r03               369 	.dw _g_pixels_050
   0076rA8r03               370 	.dw _g_pixels_051
   0078rB0r03               371 	.dw _g_pixels_052
   007ArB8r03               372 	.dw _g_pixels_053
   007CrC0r03               373 	.dw _g_pixels_054
   007ErC8r03               374 	.dw _g_pixels_055
   0080rD0r03               375 	.dw _g_pixels_056
   0082rD8r03               376 	.dw _g_pixels_057
   0084rE0r03               377 	.dw _g_pixels_058
   0086rE8r03               378 	.dw _g_pixels_059
   0088rF0r03               379 	.dw _g_pixels_060
   008ArF8r03               380 	.dw _g_pixels_061
   008Cr00r04               381 	.dw _g_pixels_062
   008Er08r04               382 	.dw _g_pixels_063
   0090r10r04               383 	.dw _g_pixels_064
   0092r18r04               384 	.dw _g_pixels_065
   0094r20r04               385 	.dw _g_pixels_066
   0096r28r04               386 	.dw _g_pixels_067
   0098r30r04               387 	.dw _g_pixels_068
   009Ar38r04               388 	.dw _g_pixels_069
   009Cr40r04               389 	.dw _g_pixels_070
   009Er48r04               390 	.dw _g_pixels_071
   00A0r50r04               391 	.dw _g_pixels_072
   00A2r58r04               392 	.dw _g_pixels_073
   00A4r60r04               393 	.dw _g_pixels_074
   00A6r68r04               394 	.dw _g_pixels_075
   00A8r70r04               395 	.dw _g_pixels_076
   00AAr78r04               396 	.dw _g_pixels_077
   00ACr80r04               397 	.dw _g_pixels_078
   00AEr88r04               398 	.dw _g_pixels_079
   00B0r90r04               399 	.dw _g_pixels_080
   00B2r98r04               400 	.dw _g_pixels_081
   00B4rA0r04               401 	.dw _g_pixels_082
   00B6rA8r04               402 	.dw _g_pixels_083
   00B8rB0r04               403 	.dw _g_pixels_084
   00BArB8r04               404 	.dw _g_pixels_085
   00BCrC0r04               405 	.dw _g_pixels_086
   00BErC8r04               406 	.dw _g_pixels_087
   00C0rD0r04               407 	.dw _g_pixels_088
   00C2rD8r04               408 	.dw _g_pixels_089
   00C4rE0r04               409 	.dw _g_pixels_090
   00C6rE8r04               410 	.dw _g_pixels_091
   00C8rF0r04               411 	.dw _g_pixels_092
   00CArF8r04               412 	.dw _g_pixels_093
   00CCr00r05               413 	.dw _g_pixels_094
   00CEr08r05               414 	.dw _g_pixels_095
   00D0r10r05               415 	.dw _g_pixels_096
   00D2r18r05               416 	.dw _g_pixels_097
   00D4r20r05               417 	.dw _g_pixels_098
   00D6r28r05               418 	.dw _g_pixels_099
   00D8r30r05               419 	.dw _g_pixels_100
   00DAr38r05               420 	.dw _g_pixels_101
   00DCr40r05               421 	.dw _g_pixels_102
   00DEr48r05               422 	.dw _g_pixels_103
   00E0r50r05               423 	.dw _g_pixels_104
   00E2r58r05               424 	.dw _g_pixels_105
   00E4r60r05               425 	.dw _g_pixels_106
   00E6r68r05               426 	.dw _g_pixels_107
   00E8r70r05               427 	.dw _g_pixels_108
   00EAr78r05               428 	.dw _g_pixels_109
   00ECr80r05               429 	.dw _g_pixels_110
   00EEr88r05               430 	.dw _g_pixels_111
   00F0r90r05               431 	.dw _g_pixels_112
   00F2r98r05               432 	.dw _g_pixels_113
   00F4rA0r05               433 	.dw _g_pixels_114
   00F6rA8r05               434 	.dw _g_pixels_115
   00F8rB0r05               435 	.dw _g_pixels_116
   00FArB8r05               436 	.dw _g_pixels_117
   00FCrC0r05               437 	.dw _g_pixels_118
   00FErC8r05               438 	.dw _g_pixels_119
   0100rD0r05               439 	.dw _g_pixels_120
   0102rD8r05               440 	.dw _g_pixels_121
   0104rE0r05               441 	.dw _g_pixels_122
   0106rE8r05               442 	.dw _g_pixels_123
   0108rF0r05               443 	.dw _g_pixels_124
   010ArF8r05               444 	.dw _g_pixels_125
   010Cr00r06               445 	.dw _g_pixels_126
   010Er08r06               446 	.dw _g_pixels_127
   0110r10r06               447 	.dw _g_pixels_128
   0112r18r06               448 	.dw _g_pixels_129
   0114r20r06               449 	.dw _g_pixels_130
   0116r28r06               450 	.dw _g_pixels_131
   0118r30r06               451 	.dw _g_pixels_132
   011Ar38r06               452 	.dw _g_pixels_133
   011Cr40r06               453 	.dw _g_pixels_134
   011Er48r06               454 	.dw _g_pixels_135
   0120r50r06               455 	.dw _g_pixels_136
   0122r58r06               456 	.dw _g_pixels_137
   0124r60r06               457 	.dw _g_pixels_138
   0126r68r06               458 	.dw _g_pixels_139
   0128r70r06               459 	.dw _g_pixels_140
   012Ar78r06               460 	.dw _g_pixels_141
   012Cr80r06               461 	.dw _g_pixels_142
   012Er88r06               462 	.dw _g_pixels_143
   0130r90r06               463 	.dw _g_pixels_144
   0132r98r06               464 	.dw _g_pixels_145
   0134rA0r06               465 	.dw _g_pixels_146
   0136rA8r06               466 	.dw _g_pixels_147
   0138rB0r06               467 	.dw _g_pixels_148
   013ArB8r06               468 	.dw _g_pixels_149
   013CrC0r06               469 	.dw _g_pixels_150
   013ErC8r06               470 	.dw _g_pixels_151
   0140rD0r06               471 	.dw _g_pixels_152
   0142rD8r06               472 	.dw _g_pixels_153
   0144rE0r06               473 	.dw _g_pixels_154
   0146rE8r06               474 	.dw _g_pixels_155
   0148rF0r06               475 	.dw _g_pixels_156
   014ArF8r06               476 	.dw _g_pixels_157
   014Cr00r07               477 	.dw _g_pixels_158
   014Er08r07               478 	.dw _g_pixels_159
   0150r10r07               479 	.dw _g_pixels_160
   0152r18r07               480 	.dw _g_pixels_161
   0154r20r07               481 	.dw _g_pixels_162
   0156r28r07               482 	.dw _g_pixels_163
   0158r30r07               483 	.dw _g_pixels_164
   015Ar38r07               484 	.dw _g_pixels_165
   015Cr40r07               485 	.dw _g_pixels_166
   015Er48r07               486 	.dw _g_pixels_167
   0160r50r07               487 	.dw _g_pixels_168
   0162r58r07               488 	.dw _g_pixels_169
   0164r60r07               489 	.dw _g_pixels_170
   0166r68r07               490 	.dw _g_pixels_171
   0168r70r07               491 	.dw _g_pixels_172
   016Ar78r07               492 	.dw _g_pixels_173
   016Cr80r07               493 	.dw _g_pixels_174
   016Er88r07               494 	.dw _g_pixels_175
   0170r90r07               495 	.dw _g_pixels_176
   0172r98r07               496 	.dw _g_pixels_177
   0174rA0r07               497 	.dw _g_pixels_178
   0176rA8r07               498 	.dw _g_pixels_179
   0178rB0r07               499 	.dw _g_pixels_180
   017ArB8r07               500 	.dw _g_pixels_181
   017CrC0r07               501 	.dw _g_pixels_182
   017ErC8r07               502 	.dw _g_pixels_183
   0180rD0r07               503 	.dw _g_pixels_184
   0182rD8r07               504 	.dw _g_pixels_185
   0184rE0r07               505 	.dw _g_pixels_186
   0186rE8r07               506 	.dw _g_pixels_187
   0188rF0r07               507 	.dw _g_pixels_188
   018ArF8r07               508 	.dw _g_pixels_189
   018Cr00r08               509 	.dw _g_pixels_190
   018Er08r08               510 	.dw _g_pixels_191
   0190r10r08               511 	.dw _g_pixels_192
   0192r18r08               512 	.dw _g_pixels_193
   0194r20r08               513 	.dw _g_pixels_194
   0196r28r08               514 	.dw _g_pixels_195
   0198r30r08               515 	.dw _g_pixels_196
   019Ar38r08               516 	.dw _g_pixels_197
   019Cr40r08               517 	.dw _g_pixels_198
   019Er48r08               518 	.dw _g_pixels_199
   01A0r50r08               519 	.dw _g_pixels_200
   01A2r58r08               520 	.dw _g_pixels_201
   01A4r60r08               521 	.dw _g_pixels_202
   01A6r68r08               522 	.dw _g_pixels_203
   01A8r70r08               523 	.dw _g_pixels_204
   01AAr78r08               524 	.dw _g_pixels_205
   01ACr80r08               525 	.dw _g_pixels_206
   01AEr88r08               526 	.dw _g_pixels_207
   01B0r90r08               527 	.dw _g_pixels_208
   01B2r98r08               528 	.dw _g_pixels_209
   01B4rA0r08               529 	.dw _g_pixels_210
   01B6rA8r08               530 	.dw _g_pixels_211
   01B8rB0r08               531 	.dw _g_pixels_212
   01BArB8r08               532 	.dw _g_pixels_213
   01BCrC0r08               533 	.dw _g_pixels_214
   01BErC8r08               534 	.dw _g_pixels_215
   01C0rD0r08               535 	.dw _g_pixels_216
   01C2rD8r08               536 	.dw _g_pixels_217
   01C4rE0r08               537 	.dw _g_pixels_218
   01C6rE8r08               538 	.dw _g_pixels_219
   01C8rF0r08               539 	.dw _g_pixels_220
   01CArF8r08               540 	.dw _g_pixels_221
   01CCr00r09               541 	.dw _g_pixels_222
   01CEr08r09               542 	.dw _g_pixels_223
   01D0r10r09               543 	.dw _g_pixels_224
   01D2r18r09               544 	.dw _g_pixels_225
   01D4r20r09               545 	.dw _g_pixels_226
   01D6r28r09               546 	.dw _g_pixels_227
   01D8r30r09               547 	.dw _g_pixels_228
   01DAr38r09               548 	.dw _g_pixels_229
   01DCr40r09               549 	.dw _g_pixels_230
   01DEr48r09               550 	.dw _g_pixels_231
   01E0r50r09               551 	.dw _g_pixels_232
   01E2r58r09               552 	.dw _g_pixels_233
   01E4r60r09               553 	.dw _g_pixels_234
   01E6r68r09               554 	.dw _g_pixels_235
   01E8r70r09               555 	.dw _g_pixels_236
   01EAr78r09               556 	.dw _g_pixels_237
   01ECr80r09               557 	.dw _g_pixels_238
   01EEr88r09               558 	.dw _g_pixels_239
   01F0r90r09               559 	.dw _g_pixels_240
   01F2r98r09               560 	.dw _g_pixels_241
   01F4rA0r09               561 	.dw _g_pixels_242
   01F6rA8r09               562 	.dw _g_pixels_243
   01F8rB0r09               563 	.dw _g_pixels_244
   01FArB8r09               564 	.dw _g_pixels_245
   01FCrC0r09               565 	.dw _g_pixels_246
   01FErC8r09               566 	.dw _g_pixels_247
   0200rD0r09               567 	.dw _g_pixels_248
   0202rD8r09               568 	.dw _g_pixels_249
   0204rE0r09               569 	.dw _g_pixels_250
   0206rE8r09               570 	.dw _g_pixels_251
   0208rF0r09               571 	.dw _g_pixels_252
   020ArF8r09               572 	.dw _g_pixels_253
   020Cr00r0A               573 	.dw _g_pixels_254
   020Er08r0A               574 	.dw _g_pixels_255
   0210                     575 _g_pixels_000:
   0210 CF                  576 	.db #0xcf	; 207
   0211 CF                  577 	.db #0xcf	; 207
   0212 45                  578 	.db #0x45	; 69	'E'
   0213 CF                  579 	.db #0xcf	; 207
   0214 00                  580 	.db #0x00	; 0
   0215 00                  581 	.db #0x00	; 0
   0216 00                  582 	.db #0x00	; 0
   0217 00                  583 	.db #0x00	; 0
   0218                     584 _g_pixels_001:
   0218 CF                  585 	.db #0xcf	; 207
   0219 CF                  586 	.db #0xcf	; 207
   021A 45                  587 	.db #0x45	; 69	'E'
   021B CF                  588 	.db #0xcf	; 207
   021C 00                  589 	.db #0x00	; 0
   021D 00                  590 	.db #0x00	; 0
   021E 00                  591 	.db #0x00	; 0
   021F 00                  592 	.db #0x00	; 0
   0220                     593 _g_pixels_002:
   0220 CF                  594 	.db #0xcf	; 207
   0221 CF                  595 	.db #0xcf	; 207
   0222 45                  596 	.db #0x45	; 69	'E'
   0223 CF                  597 	.db #0xcf	; 207
   0224 00                  598 	.db #0x00	; 0
   0225 00                  599 	.db #0x00	; 0
   0226 00                  600 	.db #0x00	; 0
   0227 00                  601 	.db #0x00	; 0
   0228                     602 _g_pixels_003:
   0228 CF                  603 	.db #0xcf	; 207
   0229 CF                  604 	.db #0xcf	; 207
   022A 45                  605 	.db #0x45	; 69	'E'
   022B CF                  606 	.db #0xcf	; 207
   022C 00                  607 	.db #0x00	; 0
   022D CF                  608 	.db #0xcf	; 207
   022E 00                  609 	.db #0x00	; 0
   022F 00                  610 	.db #0x00	; 0
   0230                     611 _g_pixels_004:
   0230 CF                  612 	.db #0xcf	; 207
   0231 CF                  613 	.db #0xcf	; 207
   0232 CF                  614 	.db #0xcf	; 207
   0233 CF                  615 	.db #0xcf	; 207
   0234 CF                  616 	.db #0xcf	; 207
   0235 8A                  617 	.db #0x8a	; 138
   0236 00                  618 	.db #0x00	; 0
   0237 00                  619 	.db #0x00	; 0
   0238                     620 _g_pixels_005:
   0238 CF                  621 	.db #0xcf	; 207
   0239 CF                  622 	.db #0xcf	; 207
   023A 45                  623 	.db #0x45	; 69	'E'
   023B CF                  624 	.db #0xcf	; 207
   023C 00                  625 	.db #0x00	; 0
   023D 00                  626 	.db #0x00	; 0
   023E 00                  627 	.db #0x00	; 0
   023F 00                  628 	.db #0x00	; 0
   0240                     629 _g_pixels_006:
   0240 00                  630 	.db #0x00	; 0
   0241 00                  631 	.db #0x00	; 0
   0242 00                  632 	.db #0x00	; 0
   0243 00                  633 	.db #0x00	; 0
   0244 00                  634 	.db #0x00	; 0
   0245 00                  635 	.db #0x00	; 0
   0246 00                  636 	.db #0x00	; 0
   0247 00                  637 	.db #0x00	; 0
   0248                     638 _g_pixels_007:
   0248 00                  639 	.db #0x00	; 0
   0249 00                  640 	.db #0x00	; 0
   024A 00                  641 	.db #0x00	; 0
   024B 00                  642 	.db #0x00	; 0
   024C 00                  643 	.db #0x00	; 0
   024D 00                  644 	.db #0x00	; 0
   024E 00                  645 	.db #0x00	; 0
   024F 00                  646 	.db #0x00	; 0
   0250                     647 _g_pixels_008:
   0250 00                  648 	.db #0x00	; 0
   0251 00                  649 	.db #0x00	; 0
   0252 00                  650 	.db #0x00	; 0
   0253 00                  651 	.db #0x00	; 0
   0254 00                  652 	.db #0x00	; 0
   0255 00                  653 	.db #0x00	; 0
   0256 00                  654 	.db #0x00	; 0
   0257 00                  655 	.db #0x00	; 0
   0258                     656 _g_pixels_009:
   0258 00                  657 	.db #0x00	; 0
   0259 00                  658 	.db #0x00	; 0
   025A 00                  659 	.db #0x00	; 0
   025B 00                  660 	.db #0x00	; 0
   025C 00                  661 	.db #0x00	; 0
   025D 00                  662 	.db #0x00	; 0
   025E 00                  663 	.db #0x00	; 0
   025F 00                  664 	.db #0x00	; 0
   0260                     665 _g_pixels_010:
   0260 00                  666 	.db #0x00	; 0
   0261 00                  667 	.db #0x00	; 0
   0262 00                  668 	.db #0x00	; 0
   0263 00                  669 	.db #0x00	; 0
   0264 00                  670 	.db #0x00	; 0
   0265 00                  671 	.db #0x00	; 0
   0266 00                  672 	.db #0x00	; 0
   0267 00                  673 	.db #0x00	; 0
   0268                     674 _g_pixels_011:
   0268 00                  675 	.db #0x00	; 0
   0269 00                  676 	.db #0x00	; 0
   026A 00                  677 	.db #0x00	; 0
   026B 00                  678 	.db #0x00	; 0
   026C 00                  679 	.db #0x00	; 0
   026D 00                  680 	.db #0x00	; 0
   026E 00                  681 	.db #0x00	; 0
   026F 00                  682 	.db #0x00	; 0
   0270                     683 _g_pixels_012:
   0270 00                  684 	.db #0x00	; 0
   0271 00                  685 	.db #0x00	; 0
   0272 00                  686 	.db #0x00	; 0
